DBC,Date,GLD,HYG,TLT,VTI
0.14553611800939592,08/12/16,0.20665554696086075,,0.3947847595084083,0.25302357552133503
0.14153468404008446,09/10/16,0.21378559404560335,,0.40421720000708816,0.24046252190722398
