DBC,Date,GLD,HYG,TLT,VGK,VTI,VWO
0.10335238162305384,09/08/16,0.2040810135819495,0.1874548050517447,0.3834279688959241,0.029436374411456818,0.06534222147628106,0.026905234959590026
