DBC,Date,GLD,HYG,TLT,VGK,VTI,VWO
0.11188535307167266,09/10/16,0.20280097560811577,0.18129857726178233,0.3834479254085372,0.03139432495362632,0.06336311212704808,0.025809731569217637
