Date,Open,High,Low,Close,Volume,Adj Close
2006-05-10,132.41000400000001,132.75,131.889999,132.550003,64378200,107.276913
2006-05-11,132.509995,132.550003,130.520004,130.949997,80626900,105.981978
2006-05-12,130.360001,130.720001,129.190002,129.240005,91726500,104.598028
2006-05-15,128.78999299999998,129.740005,128.610001,129.5,84029300,104.808449
2006-05-16,129.759995,130.0,129.009995,129.309998,62137600,104.654674
2006-05-17,128.669998,129.100006,126.769997,126.849998,144789500,102.663719
2006-05-18,127.349998,127.75,126.110001,126.209999,87906300,102.145747
2006-05-19,126.870003,127.489998,125.800003,127.099998,124309400,102.866052
2006-05-22,126.279999,127.16999799999999,125.5,126.129997,110852800,102.080999
2006-05-23,127.18,127.629997,125.16999799999999,125.16999799999999,92006500,101.30404200000001
2006-05-24,125.68,126.889999,124.760002,126.16999799999999,168405000,102.113373
2006-05-25,126.91999799999999,127.730003,126.43,127.730003,78977900,103.375935
2006-05-26,128.009995,128.380005,127.510002,128.380005,62989700,103.902002
2006-05-30,127.970001,128.0,126.050003,126.099998,72419900,102.056721
2006-05-31,126.620003,127.510002,126.199997,127.510002,86926200,103.19788100000001
2006-06-01,127.379997,128.940002,127.269997,128.729996,73721700,104.185261
2006-06-02,129.25,129.429993,128.320007,129.0,91702600,104.403784
2006-06-05,128.850006,128.860001,126.769997,127.120003,86105100,102.882242
2006-06-06,127.209999,127.379997,125.760002,126.809998,130498600,102.631345
2006-06-07,126.910004,127.650002,125.790001,125.860001,108599400,101.862483
2006-06-08,125.58000200000001,126.5,123.870003,125.75,204957200,101.77345600000001
2006-06-09,126.360001,126.959999,125.290001,125.349998,94972200,101.449722
2006-06-12,125.879997,125.93,123.82,123.989998,95815900,100.34903
2006-06-13,123.739998,124.839996,122.550003,122.550003,185688800,99.18359699999999
2006-06-14,122.839996,123.629997,122.339996,123.5,163566400,99.95245899999999
2006-06-15,123.949997,126.360001,123.860001,126.120003,134057000,102.072911
2006-06-16,125.290001,125.559998,124.459999,124.650002,94253500,101.329094
2006-06-19,125.400002,125.480003,123.550003,123.66999799999999,95804400,100.532441
2006-06-20,124.010002,124.809998,123.720001,124.089996,65494700,100.873861
2006-06-21,124.0,125.699997,123.959999,125.010002,75008200,101.621742
2006-06-22,124.949997,125.059998,124.040001,124.459999,74566100,101.174639
2006-06-23,124.33000200000001,125.300003,124.029999,124.440002,54107000,101.158384
2006-06-26,124.540001,125.059998,124.25,124.989998,37899600,101.60548
2006-06-27,125.010002,125.290001,123.769997,123.910004,69780200,100.72754300000001
2006-06-28,124.190002,124.769997,123.650002,124.75,62368100,101.410384
2006-06-29,125.199997,127.349998,125.16999799999999,127.269997,110634800,103.458911
2006-06-30,127.540001,127.660004,126.959999,127.279999,54227800,103.467042
2006-07-03,127.43,128.009995,127.309998,127.800003,23914000,103.889758
2006-07-05,127.290001,127.449997,126.519997,127.07,69653400,103.29633199999999
2006-07-06,127.199997,127.849998,127.08000200000001,127.440002,50100300,103.597111
2006-07-07,127.190002,127.559998,126.290001,126.610001,81626500,102.922395
2006-07-10,126.940002,127.43,126.410004,126.849998,60964100,103.117491
2006-07-11,126.610001,127.410004,125.940002,127.410004,73640800,103.572724
2006-07-12,127.150002,127.400002,125.720001,126.050003,82561300,102.467168
2006-07-13,125.449997,125.68,124.0,124.0,102405700,100.800702
2006-07-14,124.129997,124.260002,122.83000200000001,123.519997,103242500,100.410503
2006-07-17,123.519997,124.099998,123.150002,123.339996,81159000,100.264179
2006-07-18,123.709999,124.050003,122.389999,123.970001,122771000,100.77631600000001
2006-07-19,124.18,126.260002,123.720001,125.690002,133565300,102.17452
2006-07-20,126.120003,126.300003,124.660004,124.83000200000001,112259800,101.475418
2006-07-21,125.150002,125.190002,123.82,123.949997,101560000,100.760054
2006-07-24,124.440002,126.32,124.440002,126.209999,92884000,102.59723000000001
2006-07-25,125.980003,127.300003,125.720001,126.660004,95480700,102.963043
2006-07-26,126.589996,127.449997,126.18,126.83000200000001,84525800,103.101236
2006-07-27,127.379997,127.690002,126.199997,126.709999,87257100,103.00368399999999
2006-07-28,127.040001,128.139999,126.860001,127.980003,82137000,104.036082
2006-07-31,127.660004,127.959999,127.449997,127.849998,49593100,103.9304
2006-08-01,127.339996,127.379997,126.599998,127.220001,65225600,103.41826999999999
2006-08-02,127.58000200000001,128.46000700000002,127.550003,128.080002,64770900,104.117372
2006-08-03,127.339996,128.550003,127.150002,128.419998,63693800,104.39375799999999
2006-08-04,129.080002,129.429993,127.480003,128.199997,96294200,104.214917
2006-08-07,127.900002,128.080002,127.400002,127.900002,45377300,103.971048
2006-08-08,128.08999599999999,128.46000700000002,126.949997,127.410004,90901300,103.572724
2006-08-09,128.179993,128.600006,126.610001,126.980003,78910600,103.223173
2006-08-10,126.58000200000001,127.5,126.279999,127.370003,69322300,103.540207
2006-08-11,127.16999799999999,127.199997,126.389999,127.010002,47482200,103.24756
2006-08-14,127.629997,128.16000400000001,126.91999799999999,127.110001,57839000,103.328849
2006-08-15,128.25,128.869995,127.900002,128.630005,68143000,104.564474
2006-08-16,129.320007,129.889999,129.03999299999998,129.699997,71737600,105.43428
2006-08-17,129.580002,130.369995,129.490005,130.029999,70992800,105.702542
2006-08-18,130.190002,130.690002,129.58999599999999,130.690002,58288400,106.239065
2006-08-21,130.179993,130.279999,129.800003,130.130005,42133600,105.78383799999999
2006-08-22,129.990005,130.520004,129.679993,130.119995,60839900,105.775701
2006-08-23,130.179993,130.440002,129.190002,129.759995,66592100,105.483053
2006-08-24,129.990005,130.100006,129.399994,129.649994,57983000,105.39363200000001
2006-08-25,129.639999,130.25,129.550003,129.809998,41756000,105.523701
2006-08-28,129.649994,130.820007,129.639999,130.429993,52681500,106.0277
2006-08-29,130.490005,130.830002,129.809998,130.580002,61817800,106.149644
2006-08-30,130.869995,131.03999299999998,130.550003,130.66000400000001,50052200,106.214678
2006-08-31,130.850006,130.990005,130.580002,130.639999,37510300,106.19841699999999
2006-09-01,131.139999,131.580002,130.83999599999999,131.419998,48794500,106.832485
2006-09-05,131.509995,131.850006,131.199997,131.669998,52348300,107.03571200000002
2006-09-06,131.110001,131.16000400000001,130.330002,130.509995,53795600,106.09273400000001
2006-09-07,130.059998,130.570007,129.350006,129.91000400000001,86269400,105.604997
2006-09-08,130.080002,130.46000700000002,129.830002,130.279999,45096300,105.90576899999999
2006-09-11,129.860001,130.690002,129.479996,130.41000400000001,68496600,106.011451
2006-09-12,130.559998,131.83999599999999,130.369995,131.690002,69875600,107.051973
2006-09-13,131.639999,132.449997,131.520004,132.220001,62898400,107.48281399999999
2006-09-14,131.96000700000002,132.240005,131.75,132.229996,57805400,107.49093899999998
2006-09-15,132.309998,132.389999,131.679993,131.96000700000002,76703100,107.743246
2006-09-18,131.78999299999998,132.389999,131.649994,132.139999,64154100,107.890208
2006-09-19,132.119995,132.130005,131.070007,131.809998,92089100,107.62076599999999
2006-09-20,132.25,132.770004,132.059998,132.509995,75204100,108.19230300000001
2006-09-21,132.610001,132.75,131.419998,131.869995,88932500,107.669753
2006-09-22,131.669998,131.679993,131.0,131.470001,65966800,107.34316499999998
2006-09-25,131.729996,132.850006,131.050003,132.479996,92299100,108.167809
2006-09-26,132.5,133.600006,132.399994,133.580002,73962700,109.065947
2006-09-27,133.490005,133.970001,133.270004,133.740005,82432200,109.19658700000001
2006-09-28,133.740005,133.990005,133.279999,133.690002,58597500,109.15576000000001
2006-09-29,133.800003,133.940002,133.479996,133.580002,47966600,109.065947
2006-10-02,133.53999299999998,133.830002,132.949997,133.080002,51687400,108.657705
2006-10-03,132.889999,133.869995,132.649994,133.360001,73108100,108.886319
2006-10-04,133.229996,135.0,133.080002,134.919998,80890500,110.160032
2006-10-05,134.919998,135.41000400000001,134.75,135.179993,60505900,110.37231399999999
2006-10-06,134.949997,135.100006,134.399994,135.009995,64983600,110.23351299999999
2006-10-09,134.850006,135.300003,134.639999,135.08999599999999,41176800,110.298833
2006-10-10,135.100006,135.449997,134.83999599999999,135.270004,56403700,110.445807
2006-10-11,134.83999599999999,135.429993,134.300003,135.110001,104071800,110.31516599999999
2006-10-12,135.449997,136.389999,135.399994,136.279999,59158600,111.270451
2006-10-13,136.16000400000001,136.71000700000002,136.03999299999998,136.630005,53944000,111.556226
2006-10-16,136.520004,137.050003,136.419998,136.83999599999999,42273000,111.72768
2006-10-17,136.470001,136.699997,135.669998,136.41000400000001,90500600,111.376598
2006-10-18,137.03999299999998,137.369995,136.100006,136.58999599999999,86848600,111.523559
2006-10-19,136.389999,136.880005,136.229996,136.809998,64063200,111.70318700000001
2006-10-20,136.83999599999999,136.949997,136.330002,136.83999599999999,48094500,111.72768
2006-10-23,136.559998,137.800003,136.389999,137.470001,66219900,112.242069
2006-10-24,137.279999,137.929993,137.220001,137.880005,53234900,112.576831
2006-10-25,137.740005,138.41000400000001,137.509995,138.350006,78105400,112.96057900000001
2006-10-26,138.66000400000001,139.0,137.979996,138.779999,66843700,113.31166200000001
2006-10-27,138.610001,138.75,137.630005,137.91000400000001,80238000,112.601324
2006-10-30,137.66000400000001,138.199997,137.399994,137.809998,49717800,112.519671
2006-10-31,138.070007,138.259995,137.25,137.78999299999998,71274100,112.50333799999999
2006-11-01,138.220001,138.309998,136.720001,136.860001,83005600,111.74401399999999
2006-11-02,136.509995,137.009995,136.360001,136.779999,60693100,111.678693
2006-11-03,137.270004,137.389999,135.619995,136.53999299999998,71346400,111.48273300000001
2006-11-06,136.96000700000002,138.279999,136.949997,138.080002,63303300,112.740125
2006-11-07,138.199997,138.979996,138.0,138.610001,63318900,113.17286100000001
2006-11-08,138.0,139.050003,136.860001,138.91000400000001,87517800,113.41780800000001
2006-11-09,139.009995,139.139999,137.899994,138.179993,95916300,112.821766
2006-11-10,138.139999,138.33999599999999,137.720001,138.240005,48991500,112.87076599999999
2006-11-13,138.179993,139.03999299999998,138.070007,138.580002,59398200,113.148367
2006-11-14,138.970001,139.740005,138.119995,139.619995,96704000,113.997505
2006-11-15,139.570007,140.449997,139.529999,140.020004,76509600,114.324106
2006-11-16,140.440002,140.679993,139.490005,140.380005,76728800,114.61804099999999
2006-11-17,139.929993,140.429993,139.729996,140.419998,56353800,114.650695
2006-11-20,140.300003,140.740005,139.940002,140.5,69174200,114.71601499999998
2006-11-21,140.490005,140.669998,140.28999299999998,140.639999,51367900,114.830322
2006-11-22,140.75,141.16000400000001,140.5,140.919998,45505300,115.05893700000001
2006-11-24,140.240005,140.83999599999999,140.199997,140.350006,30998000,114.593548
2006-11-27,140.279999,140.350006,138.380005,138.419998,84545100,113.01772700000001
2006-11-28,138.240005,139.16000400000001,138.110001,139.020004,106652900,113.507622
2006-11-29,139.470001,140.529999,139.080002,140.470001,90034900,114.69152199999999
2006-11-30,140.440002,141.050003,139.759995,140.529999,83994300,114.740509
2006-12-01,140.529999,140.66000400000001,138.970001,140.220001,126080000,114.487401
2006-12-04,140.25,141.550003,140.229996,141.28999299999998,87813200,115.36103200000001
2006-12-05,141.559998,141.96000700000002,141.259995,141.899994,73374400,115.85908799999999
2006-12-06,141.869995,142.070007,141.5,141.779999,53253200,115.76111399999999
2006-12-07,142.029999,142.300003,141.110001,141.16000400000001,62857400,115.254898
2006-12-08,141.130005,141.899994,140.779999,141.419998,79625500,115.467179
2006-12-11,141.419998,142.08999599999999,141.33999599999999,141.830002,39779400,115.80193999999999
2006-12-12,141.690002,141.869995,140.889999,141.720001,77451600,115.712127
2006-12-13,142.229996,142.33999599999999,141.559998,141.869995,55520200,115.834594
2006-12-14,141.860001,143.240005,141.83999599999999,143.119995,64755200,116.855199
2006-12-15,142.639999,142.889999,142.240005,142.33999599999999,70857400,116.86586799999999
2006-12-18,142.53999299999998,142.880005,141.75,141.949997,48954600,116.545666
2006-12-19,141.550003,142.559998,141.190002,142.220001,65023600,116.767348
2006-12-20,142.279999,142.66000400000001,142.009995,142.139999,41469600,116.701664
2006-12-21,142.270004,142.429993,141.320007,141.619995,48698400,116.274723
2006-12-22,141.639999,141.649994,140.669998,140.75,62069100,115.560428
2006-12-26,140.809998,141.610001,140.779999,141.580002,32696900,116.24188799999999
2006-12-27,141.869995,142.600006,141.830002,142.509995,39727100,117.00544199999999
2006-12-28,142.41000400000001,142.699997,141.990005,142.21000700000002,37288800,116.759142
2006-12-29,142.059998,142.53999299999998,141.429993,141.619995,45461200,116.274723
2007-01-03,142.25,142.860001,140.570007,141.369995,94807600,116.069465
2007-01-04,141.229996,142.050003,140.610001,141.669998,69620600,116.31577800000001
2007-01-05,141.330002,141.399994,140.380005,140.53999299999998,76645300,115.388006
2007-01-08,140.820007,141.41000400000001,140.25,141.190002,71655000,115.92168500000001
2007-01-09,141.309998,141.600006,140.399994,141.070007,75680100,115.82316499999999
2007-01-10,140.580002,141.570007,140.300003,141.53999299999998,72428000,116.20903899999999
2007-01-11,141.580002,142.619995,141.5,142.16000400000001,54476800,116.718088
2007-01-12,142.149994,143.240005,142.110001,143.240005,55370600,117.60480600000001
2007-01-16,143.070007,143.440002,142.729996,142.96000700000002,44871300,117.374917
2007-01-17,142.850006,143.46000700000002,142.729996,143.020004,50241400,117.424177
2007-01-18,143.169998,143.259995,142.309998,142.53999299999998,68177300,117.030072
2007-01-19,142.53999299999998,143.100006,142.46000700000002,142.820007,56973000,117.259973
2007-01-22,143.070007,143.100006,141.929993,142.380005,60253600,116.89871699999999
2007-01-23,142.259995,143.080002,142.059998,142.800003,54064400,117.243549
2007-01-24,142.970001,143.979996,142.91000400000001,143.949997,55834700,118.18773200000001
2007-01-25,143.860001,143.919998,142.009995,142.259995,73583800,116.800184
2007-01-26,142.570007,142.649994,141.580002,142.130005,67255600,116.693458
2007-01-29,142.190002,142.800003,141.740005,142.050003,66114600,116.627774
2007-01-30,142.350006,142.860001,142.059998,142.78999299999998,70407600,117.235331
2007-01-31,142.630005,144.130005,142.399994,143.75,91868600,118.023528
2007-02-01,144.149994,144.66000400000001,143.91000400000001,144.610001,69312400,118.72961699999999
2007-02-02,144.729996,144.949997,144.380005,144.809998,49607000,118.893821
2007-02-05,144.699997,144.940002,144.33999599999999,144.850006,45705300,118.92667
2007-02-06,144.970001,145.029999,144.330002,144.889999,57081300,118.959506
2007-02-07,145.119995,145.360001,144.570007,145.21000700000002,55669700,119.222242
2007-02-08,144.779999,145.119995,144.270004,145.020004,70641000,119.066244
2007-02-09,145.059998,145.330002,143.389999,143.940002,79084400,118.179526
2007-02-12,143.940002,144.03999299999998,143.190002,143.449997,65657000,117.777216
2007-02-13,143.770004,144.899994,143.759995,144.66000400000001,64081800,118.770671
2007-02-14,144.800003,145.899994,144.779999,145.610001,66039400,119.55065
2007-02-15,145.669998,145.949997,145.429993,145.800003,38715200,119.706649
2007-02-16,145.440002,145.759995,145.229996,145.729996,39841800,119.64917
2007-02-20,145.559998,146.199997,145.0,146.03999299999998,56911800,119.90368899999999
2007-02-21,145.610001,146.070007,145.350006,145.979996,63971600,119.85442900000001
2007-02-22,146.050003,146.419998,145.169998,145.869995,79067400,119.76411499999999
2007-02-23,145.740005,145.78999299999998,145.029999,145.300003,71966200,119.296132
2007-02-26,145.830002,145.949997,144.75,145.169998,69192800,119.189394
2007-02-27,143.880005,144.199997,139.0,139.5,274466500,114.53413700000002
2007-02-28,140.389999,141.979996,139.800003,140.929993,177536300,115.70820800000001
2007-03-01,139.33999599999999,141.25,138.050003,140.509995,212828600,115.363376
2007-03-02,140.050003,140.66000400000001,138.66000400000001,138.669998,162574000,113.852678
2007-03-05,137.929993,139.580002,137.330002,137.350006,143750400,112.76892
2007-03-06,138.779999,140.119995,137.720001,139.699997,143333300,114.69834099999999
2007-03-07,139.58999599999999,140.46000700000002,139.399994,139.559998,115144900,114.58339699999999
2007-03-08,140.53999299999998,141.16000400000001,140.070007,140.740005,117891600,115.552223
2007-03-09,141.309998,141.419998,140.080002,140.779999,107765100,115.585058
2007-03-12,140.419998,141.33999599999999,140.16000400000001,140.990005,80366900,115.757481
2007-03-13,140.179993,140.770004,138.03999299999998,138.25,190605200,113.50784499999999
2007-03-14,138.429993,139.360001,136.75,139.279999,231853800,114.353509
2007-03-15,138.970001,139.990005,138.800003,139.470001,132435900,114.50950700000001
2007-03-16,139.309998,139.630005,138.119995,138.529999,121531600,114.18885700000001
2007-03-19,139.259995,140.330002,139.149994,140.199997,96161200,115.56541899999999
2007-03-20,140.080002,141.050003,139.96000700000002,140.970001,82147400,116.200126
2007-03-21,141.100006,143.649994,140.820007,143.28999299999998,152368700,118.112471
2007-03-22,143.479996,143.679993,142.78999299999998,143.179993,118942200,118.021799
2007-03-23,143.279999,143.809998,143.149994,143.389999,74416800,118.194905
2007-03-26,143.5,143.649994,142.08999599999999,143.199997,113787500,118.038288
2007-03-27,143.119995,143.16000400000001,142.389999,142.860001,99864600,117.75803300000001
2007-03-28,142.139999,142.470001,141.259995,141.820007,152907900,116.900777
2007-03-29,142.53999299999998,142.610001,141.190002,141.970001,139432700,117.02441499999999
2007-03-30,142.240005,142.83999599999999,140.559998,142.0,128194100,117.04914299999999
2007-04-02,142.16000400000001,142.46000700000002,141.479996,142.16000400000001,79416400,117.181032
2007-04-03,142.970001,143.979996,142.91000400000001,143.690002,82417800,118.442195
2007-04-04,143.690002,143.949997,143.16000400000001,143.850006,63995200,118.57408400000001
2007-04-05,143.669998,144.440002,143.610001,144.240005,46822800,118.89555700000001
2007-04-09,144.649994,144.800003,144.149994,144.440002,50967400,119.06041200000001
2007-04-10,144.330002,144.850006,144.270004,144.610001,56620000,119.20053999999999
2007-04-11,144.820007,144.860001,143.53999299999998,144.020004,106365700,118.71421200000002
2007-04-12,143.740005,144.919998,143.33999599999999,144.66000400000001,115534400,119.241757
2007-04-13,144.899994,145.320007,144.360001,145.320007,84287000,119.78579099999999
2007-04-16,145.830002,146.860001,145.820007,146.699997,83064600,120.923302
2007-04-17,146.970001,147.399994,146.649994,147.08999599999999,108424100,121.244775
2007-04-18,146.600006,147.699997,146.570007,147.270004,88345300,121.393153
2007-04-19,146.550003,147.399994,146.360001,147.229996,102947700,121.360175
2007-04-20,148.220001,148.619995,147.03999299999998,148.619995,124114100,122.50593700000002
2007-04-23,148.369995,148.729996,147.970001,148.059998,77270800,122.04433700000001
2007-04-24,148.229996,148.399994,147.320007,148.119995,114471000,122.093792
2007-04-25,148.729996,149.66000400000001,148.020004,149.479996,108418800,123.214827
2007-04-26,149.490005,149.800003,149.100006,149.649994,88741600,123.354954
2007-04-27,149.08999599999999,149.740005,148.83999599999999,149.529999,108191100,123.25604399999999
2007-04-30,149.639999,149.740005,148.21000700000002,148.28999299999998,100874100,122.23392
2007-05-01,148.419998,149.470001,147.669998,148.669998,134342700,122.547154
2007-05-02,148.899994,149.949997,148.75,149.53999299999998,87129800,123.26428200000001
2007-05-03,149.970001,150.399994,149.729996,150.350006,86569700,123.93196699999999
2007-05-04,150.75,151.119995,150.220001,150.919998,96409000,124.40180600000001
2007-05-07,150.880005,151.199997,150.809998,150.949997,63461400,124.426534
2007-05-08,150.580002,150.919998,150.130005,150.75,80584000,124.261678
2007-05-09,150.639999,152.820007,150.369995,151.16000400000001,102070100,124.59964
2007-05-10,150.729996,151.020004,149.270004,149.580002,153617800,123.297261
2007-05-11,149.75,150.929993,149.720001,150.860001,113408900,124.352351
2007-05-14,150.860001,151.300003,149.78999299999998,150.529999,108027500,124.08033300000001
2007-05-15,150.699997,151.66000400000001,150.190002,150.570007,180673300,124.11331200000001
2007-05-16,150.800003,151.630005,150.380005,151.600006,114166500,124.962329
2007-05-17,151.380005,151.96000700000002,151.110001,151.300003,101132800,124.71503999999999
2007-05-18,152.009995,152.619995,151.809998,152.619995,99182000,125.803096
2007-05-21,152.580002,153.229996,152.5,152.53999299999998,174664600,125.737151
2007-05-22,152.699997,153.16000400000001,152.380005,152.419998,82148800,125.638241
2007-05-23,152.949997,153.5,152.360001,152.440002,133786600,125.65473
2007-05-24,152.529999,153.21000700000002,150.740005,151.059998,187593000,124.517206
2007-05-25,151.5,152.020004,151.179993,151.690002,83309200,125.03651299999999
2007-05-29,151.940002,152.5,151.449997,152.240005,82020000,125.489874
2007-05-30,151.46000700000002,153.53999299999998,151.33999599999999,153.479996,129013600,126.51198600000001
2007-05-31,153.669998,153.889999,153.119995,153.320007,114866700,126.380109
2007-06-01,153.880005,154.399994,153.509995,154.080002,107771700,127.006565
2007-06-04,153.53999299999998,154.389999,153.479996,154.100006,78008800,127.023054
2007-06-05,153.740005,153.899994,152.860001,153.490005,126917900,126.52023700000001
2007-06-06,152.860001,152.949997,151.75,151.83999599999999,164096800,125.160151
2007-06-07,151.559998,152.5,149.059998,149.100006,232414600,122.901605
2007-06-08,149.580002,151.190002,149.08999599999999,151.03999299999998,175886000,124.500717
2007-06-11,150.929993,151.949997,150.699997,151.300003,102015600,124.71503999999999
2007-06-12,150.669998,151.53999299999998,149.550003,149.649994,233898000,123.354954
2007-06-13,150.5,152.070007,149.720001,151.889999,193208200,125.20136799999999
2007-06-14,152.059998,153.119995,152.029999,152.860001,146396500,126.00093000000001
2007-06-15,153.139999,153.66000400000001,152.929993,153.070007,154030800,126.717854
2007-06-18,153.380005,153.389999,152.66000400000001,152.889999,88537500,126.568835
2007-06-19,152.550003,153.380005,152.360001,153.270004,110851700,126.88342
2007-06-20,153.580002,153.580002,150.96000700000002,151.139999,177119700,125.12011100000001
2007-06-21,151.080002,152.110001,150.25,151.979996,205262000,125.815496
2007-06-22,151.520004,151.770004,149.850006,150.550003,204964700,124.63168700000001
2007-06-25,150.240005,151.25,149.020004,149.830002,232014400,124.03563899999999
2007-06-26,150.21000700000002,150.46000700000002,148.279999,148.28999299999998,198445700,122.760755
2007-06-27,148.130005,150.570007,148.059998,150.399994,213638000,124.507503
2007-06-28,150.380005,151.41000400000001,149.669998,150.380005,157705000,124.490955
2007-06-29,150.899994,151.649994,149.149994,150.429993,199701800,124.53233700000001
2007-07-02,150.869995,151.919998,150.770004,151.78999299999998,103357000,125.658204
2007-07-03,152.179993,152.5,151.990005,152.33999599999999,54048400,126.113519
2007-07-05,152.399994,152.559998,151.630005,152.179993,89279000,125.98106200000001
2007-07-06,152.380005,153.169998,151.929993,152.979996,81109000,126.64333799999999
2007-07-09,153.16000400000001,153.360001,152.619995,153.100006,72348100,126.74268799999999
2007-07-10,152.28999299999998,152.610001,150.770004,150.919998,180362600,124.93798500000001
2007-07-11,150.75,152.050003,150.520004,151.990005,175607600,125.82378200000001
2007-07-12,152.369995,154.75,152.33999599999999,154.389999,133882500,127.810599
2007-07-13,154.570007,155.46000700000002,154.389999,154.850006,111794300,128.191412
2007-07-16,154.990005,155.529999,154.580002,154.830002,98378700,128.17485200000002
2007-07-17,154.929993,155.479996,154.679993,154.75,126201300,128.108623
2007-07-18,154.229996,154.800003,153.300003,154.470001,237887400,127.876828
2007-07-19,155.199997,155.529999,154.75,155.070007,145212700,128.373539
